"","Pathway_Total","Hits","P_val","P_adj","NES","EC.Hits"
"Purine metabolism",92,92,0.816,0.9513,-0.8476,EC00041;EC00040;EC000152;EC000231;EC000232;EC00027;EC000587;EC000588
"Purine metabolism",92,92,0.816,0.9513,-0.8476,EC0001775;EC0001776;EC0001777;EC0001782;EC0001752;EC0001753;EC0001754;EC0001443;EC0001005;EC0001769;EC0001783;EC000845;EC00024;EC00025;EC00026;EC0001444;EC0001757;EC0001755;EC0001756;EC0001454;EC000840;EC000841;EC0001361;EC00017;EC0001771;EC0001772;EC0001773;EC000169;EC0001360;EC0001766;EC0001784;EC0001765;EC0001763;EC000254;EC00021;EC00022;EC0001748;EC0001745;EC0001746;EC0001787;EC0001788;EC0001778;EC0001779;EC0001780;EC0001749;EC0001758;EC0001759
"Purine metabolism",92,92,0.816,0.9513,-0.8476,EC0001615;EC0001616;EC0001618;EC0001619;EC0001614;EC0001622;EC0001623;EC0001624;EC0001617;EC0001620;EC0001621
"Purine metabolism",92,92,0.816,0.9513,-0.8476,EC00032;EC00033;EC000684;EC0001182;EC0001183;EC0001298;EC0001299;EC000180;EC000181;EC000182
"Purine metabolism",92,92,0.816,0.9513,-0.8476,EC0001180;EC0001181;EC00032;EC00033;EC000258;EC000259;EC000306;EC000621;EC000622;EC000623;EC000107
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC00027;EC00060;EC00061;EC000142;EC00040;EC00041;EC000152
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC00035;EC00036;EC00037;EC00038;EC00039;EC00034;EC00032;EC00033;EC0001738;EC000893;EC000894;EC000895;EC000896;EC000897;EC000898;EC000899;EC000900;EC000985;EC000986;EC000987;EC000988;EC000989;EC000356;EC000357;EC000358;EC000359;EC000510;EC000511;EC000512;EC000513;EC000514;EC00048;EC00056;EC00057;EC0001130;EC0001131;EC0001132;EC0001133;EC00029;EC00030;EC00031;EC000147;EC000148;EC000149;EC000150;EC000151;EC0001126;EC0001127;EC0001128;EC0001129;EC0001507;EC000990;EC000991;EC000992;EC000993;EC000994;EC000995;EC000315;EC000316;EC000317;EC000312;EC000313;EC000314
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC00032;EC00033;EC000124;EC000125;EC000942;EC00069;EC00070;EC00071;EC00072;EC00073;EC000876;EC000877;EC000535;EC000536;EC000620;EC000524;EC000525;EC000526
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC00099;EC000100;EC000101;EC000102;EC000103;EC000169;EC000286
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC00027;EC000142;EC00060;EC00061
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC000883;EC0001025;EC0001461;EC0001019;EC0001020;EC0001021;EC000983;EC000984;EC000974;EC000882;EC0001635;EC000678;EC000679;EC000736;EC000737;EC0001023;EC0001024;EC00046;EC00047;EC00032;EC00033;EC0001022;EC000710;EC000695;EC000491;EC000492;EC000493;EC0001440;EC0001441;EC000209;EC000210;EC0001442;EC000780;EC000795;EC000187
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC0001211;EC0001212;EC0001208;EC0001209;EC0001210;EC0001207;EC0001205;EC0001206;EC000537
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC00032;EC00033;EC000107;EC00045;EC0001155;EC000497;EC000582;EC000932;EC000933;EC000196
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC000142;EC00060;EC00061;EC00027
"Selenoamino acid metabolism",21,21,0.8234,0.9513,0.7336,EC000321;EC000322;EC000318;EC000319
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC000132;EC00051;EC00052;EC00053;EC00054;EC00032;EC00033
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC000156;EC0001539;EC000233;EC000527;EC000528;EC00062;EC0001540;EC00090;EC00091;EC00092;EC0001343;EC0001344;EC0001345;EC0001346;EC000230;EC00095;EC00096;EC00097;EC00098;EC000360;EC00050
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC00032;EC00033;EC0001680;EC0001674;EC0001675;EC0001676;EC0001677;EC0001678;EC0001593;EC0001530;EC0001531;EC0001640;EC0001679;EC000773;EC000774;EC0001735;EC0001736;EC0001737;EC000445;EC000446;EC000447;EC000448;EC0001731;EC0001706;EC0001707;EC0001708;EC0001672;EC0001673;EC0001652;EC0001653;EC0001654;EC0001684;EC0001681;EC0001682;EC0001683;EC0001489;EC0001490;EC0001487;EC0001488;EC0001580;EC0001581;EC0001732
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC00034;EC000998;EC0001009;EC0001010;EC000414;EC000415;EC000783;EC000784;EC000996;EC000997;EC000407;EC0001008;EC00027;EC00029;EC00030;EC00031;EC000562;EC000563;EC000738;EC000739;EC000740;EC0001038;EC0001039;EC0001040;EC0001041;EC0001608;EC000375;EC0001037;EC00019;EC00020;EC0001606;EC0001607;EC0001270;EC0001271;EC00011;EC00012;EC00013;EC0001272;EC00059;EC00056;EC00057;EC00058;EC0001522;EC0001523;EC000955;EC000956;EC000957;EC000959
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC00035;EC00036;EC00037;EC00038;EC00039;EC00034;EC00032;EC00033;EC000156;EC000855;EC000275;EC000276;EC000277;EC00063;EC00064;EC00065;EC00066;EC00067;EC00068;EC00029;EC00030;EC00031;EC000170;EC000171;EC000107;EC0001499;EC0001470;EC0001471;EC0001472;EC0001473;EC000874;EC000183;EC000184;EC000185;EC000186;EC000361;EC000583;EC000584;EC000585;EC000586;EC0001582;EC0001583;EC000247;EC000248;EC00084;EC00085;EC000344;EC000345;EC000346;EC00086;EC00087;EC00088;EC000211;EC000212;EC000213;EC000214;EC0001158;EC0001159;EC0001160;EC0001161;EC0001584;EC0001585;EC0001586;EC00018;EC000435;EC00082;EC00083;EC000432;EC000685;EC000433;EC000434;EC000126;EC000127;EC000188;EC000189;EC000190;EC000191;EC0001447;EC0001448;EC000751;EC00056;EC00057;EC000194;EC000758;EC000759;EC000760;EC00048;EC00046;EC00047;EC00043;EC00044
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC0001226;EC0001227;EC0001228;EC0001391;EC000743;EC0001388;EC0001389;EC0001392;EC0001384;EC0001385;EC0001383;EC0001386;EC0001387;EC0001381;EC0001382
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC000433;EC000434;EC0001510;EC0001511;EC000497;EC00051;EC00052;EC00053;EC00054
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC0001409;EC0001237;EC0001241;EC0001242;EC0001243;EC0001399;EC0001400;EC0001246;EC0001247;EC0001418;EC0001419;EC0001090;EC0001091;EC0001414;EC0001415;EC0001416;EC0001417;EC0001231;EC0001232;EC000689;EC000690;EC000691;EC0001408;EC0001250;EC0001251;EC0001220;EC0001221;EC0001244;EC0001245;EC0001404;EC0001405;EC0001401;EC0001402;EC0001403;EC0001233;EC0001234;EC0001235;EC0001398;EC0001422;EC0001423;EC0001410;EC0001411;EC0001412;EC0001413;EC0001420;EC0001421;EC000999
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC00035;EC00036;EC00037;EC00038;EC00039;EC000943;EC000944;EC000156;EC00082;EC00083;EC000921;EC000922;EC000605;EC000606;EC000607;EC000328;EC000329;EC00062;EC00046;EC00047;EC00015;EC000360;EC000551;EC000552;EC00014
"Sialic acid metabolism",32,32,0.8296,0.9513,-0.7902,EC00035;EC00036;EC00037;EC00038;EC00039;EC00034;EC00032;EC00033;EC0001105;EC0001106;EC000264;EC000265;EC000266;EC000267;EC0001107;EC0001467;EC0001103;EC0001104;EC000507;EC000508;EC000509;EC0001108;EC0001109;EC00029;EC00030;EC00031;EC0001343;EC0001344;EC0001345;EC0001346;EC000853;EC000854;EC0001112;EC0001113;EC000802;EC000803;EC0001114;EC0001115;EC0001116;EC0001117;EC000320;EC000481;EC000482;EC000483;EC000752;EC000753;EC000754;EC000755;EC00089;EC000577;EC000578;EC000579;EC000580;EC000581;EC000927;EC0001685;EC0001686;EC000662;EC000663;EC000664;EC000665;EC000666;EC000667;EC000668;EC000669;EC0001093;EC0001094;EC0001095;EC0001096;EC000765;EC000118;EC000119;EC000120;EC000121;EC000233;EC0001485;EC0001486;EC000769;EC000770;EC000771;EC000772;EC0001190;EC0001191;EC0001192;EC0001560;EC0001561;EC0001562;EC0001567;EC0001512;EC0001513;EC0001514;EC000196;EC0001558;EC0001559;EC000715;EC000716;EC000717;EC000718;EC000719;EC000720;EC000721;EC0001717;EC000230;EC000467;EC000468;EC000469;EC000470;EC000471;EC0001515;EC0001516;EC0001509;EC000258;EC000259;EC000946;EC00056;EC00057;EC00062;EC000272;EC000273;EC000274;EC00041;EC00040;EC000918;EC000919;EC000920;EC0001092;EC0001090;EC0001091;EC000564;EC000565;EC000566;EC000567;EC0001101;EC0001097;EC0001098;EC0001099;EC000472;EC000473;EC000474;EC000475;EC000476;EC000702;EC000703;EC00048
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC000122;EC000123;EC000194;EC00043;EC00044;EC000133;EC000134;EC000135;EC000136;EC000137
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC00035;EC00036;EC00037;EC00038;EC00039;EC000160;EC000161;EC000162;EC000163;EC000696;EC000697;EC000698;EC000699;EC00034;EC000518;EC000435;EC000156;EC00063;EC00064;EC00065;EC00066;EC00067;EC00068;EC000260;EC000261;EC000262;EC000263;EC000926;EC000879;EC000880;EC000881;EC000832;EC000833;EC000834;EC000835;EC000836;EC000837;EC000947;EC000948;EC000949;EC000950;EC000499;EC000500;EC000968;EC000969;EC000970;EC000347;EC000348;EC000349;EC000350;EC000351;EC000382;EC000383;EC000457;EC000458;EC000459;EC000460;EC000725;EC000726;EC0001011;EC000253;EC00084;EC00085;EC000426;EC000247;EC000248;EC000179;EC000867;EC000868;EC00048;EC00046;EC00047;EC00043;EC00044;EC00029;EC00030;EC00031;EC000138;EC000275;EC000276;EC000277;EC0001556;EC0001557;EC000766;EC000767;EC000427;EC000428;EC000177;EC000104;EC000105;EC000208;EC000344;EC000345;EC000346;EC000686;EC000687;EC000688;EC000859;EC000657;EC000658;EC000659;EC000660;EC000661;EC000515;EC000516;EC000517;EC000250;EC000251;EC000252;EC00055;EC00086;EC00087;EC00088;EC000323;EC000324;EC000325;EC000326
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC00032;EC00033;EC000845;EC000169;EC0001361;EC0001360;EC000884;EC000692;EC000496;EC0001198;EC000707;EC0001196;EC0001197;EC000215;EC000216;EC0001199;EC0001200;EC000742;EC0001454;EC000798;EC000799;EC000800;EC000856;EC0001007;EC00059;EC000201;EC000700;EC000701
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC0001341;EC000744;EC0002;EC0001563;EC0001564;EC0001565;EC000304;EC000305;EC0001592;EC000506;EC000742;EC0001439;EC000377;EC00032;EC00033;EC00027;EC0001269;EC000286;EC000976;EC000875;EC0001566;EC000330
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC00035;EC00036;EC00037;EC00038;EC00039;EC00032;EC00033;EC000153;EC000154;EC000155;EC000945;EC000139;EC000140;EC000141;EC000981;EC000982;EC000183;EC000184;EC000185;EC000186;EC00049;EC000582;EC000203;EC000204;EC000205;EC000293;EC000107;EC0001500;EC0001594;EC0001595;EC000211;EC000212;EC000213;EC000214;EC000275;EC000276;EC000277
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC000789;EC000790;EC000791;EC000792;EC0001005;EC0001007;EC000707;EC000254;EC000798;EC000799;EC000800;EC0001764;EC000169;EC0001750;EC000831;EC0001001;EC0001003;EC0001004;EC0001196;EC0001197;EC0001785;EC0001786;EC000215;EC000216;EC00062;EC000700;EC000701;EC0001770;EC000692;EC000187;EC0001751
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC000845;EC0001750;EC00024;EC0001775;EC0001454;EC0001361;EC000169;EC0001360;EC0001443;EC000321;EC000322
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC00099;EC000100;EC000101;EC000102;EC000103;EC000587;EC000588;EC00041;EC00040;EC000122;EC000123;EC000652;EC000653;EC0001483;EC0001484;EC0001545;EC0001546;EC000111;EC00050;EC000838;EC000839;EC0001544;EC000528
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC0001236;EC0001143;EC0001144;EC00059;EC000523;EC00056;EC00057;EC00027;EC00058;EC0007;EC0008;EC0001326;EC0001327;EC0001214;EC000537;EC0001329;EC0001196;EC0001197;EC000215;EC000216;EC0001330;EC0001273;EC0001274;EC0001283;EC0001284;EC0001285;EC000843;EC000844;EC0001317;EC0001318;EC0001319;EC000472;EC000473;EC000476;EC0001321;EC0001322;EC0001323;EC0001332;EC0001333;EC0001334;EC0001215;EC0001331;EC000798;EC000799;EC000800;EC0001335;EC0001336;EC0001188;EC0001189;EC0001340;EC0001338;EC0001339;EC0001337;EC0001747;EC000718;EC000719;EC000720;EC000721;EC000662;EC000663;EC000669;EC0001306;EC0001307;EC0001308
"Fructose and mannose metabolism",23,23,0.8336,0.9513,0.747,EC000840;EC000841;EC0001006;EC0001005;EC0001007;EC000254;EC000169;EC0001001;EC0001002;EC0001003;EC0001004;EC000831;EC000215;EC000216
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC00032;EC00033;EC000524;EC000525;EC000526;EC000535;EC000536;EC000620
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC0001576;EC00032;EC00033;EC0001443;EC0001575;EC0001373;EC0001374;EC0001529;EC000978;EC0001393;EC00024;EC0001573;EC0001574;EC0001572;EC0001198;EC0001379;EC0001377;EC0001375;EC0001376;EC0001394;EC0001395
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC00035;EC00036;EC00037;EC00038;EC00039;EC00032;EC00033;EC0001055;EC0001056;EC0001057;EC0001058;EC0001176;EC0001177;EC0001178;EC0001179;EC000183;EC000184;EC000185;EC000186;EC000847;EC000848;EC000849;EC000850;EC000293;EC000582;EC0001156;EC0001157;EC00043;EC00044;EC000275;EC000276;EC000277;EC000107;EC000812;EC000813;EC000814;EC000815;EC00049
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC0001375;EC0001376;EC0001453;EC0001451;EC0001452;EC000831;EC0001450;EC0001379;EC0001454;EC00032;EC00033;EC0001377
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC00027;EC000142;EC00060;EC00061
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC00035;EC00036;EC00037;EC00038;EC00039;EC00034;EC00032;EC00033;EC00063;EC00064;EC00065;EC00066;EC00067;EC00068;EC00074;EC00075;EC00076;EC00077;EC00078;EC00079;EC00080;EC00081;EC0004;EC000643;EC000370;EC0001137;EC0001138;EC0001139;EC0001140;EC0001141;EC00029;EC00030;EC00031;EC000167;EC000168;EC000131;EC000534;EC000128;EC000129;EC00055
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC000222;EC000195;EC000601;EC000602;EC000603;EC000604;EC000773;EC000774;EC000497;EC00056;EC00057;EC000445;EC000446;EC000447;EC000448;EC000192;EC000746;EC000747;EC000748;EC0001734;EC000519;EC000331;EC000332;EC000708
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC0001728;EC0001729;EC000601;EC000602;EC000603;EC000604;EC000331;EC000332
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC0001541;EC0001542;EC0001543;EC0001571;EC0001570
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC000152;EC00041;EC00040;EC000192;EC000133;EC000134;EC000135;EC000136;EC000137
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC000845;EC00024;EC000169;EC0001443;EC00049
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC0001370;EC0001394;EC0001395;EC0001360;EC000845;EC0001393;EC000692
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC000302;EC000303;EC00035;EC00036;EC00037;EC00038;EC00039;EC00032;EC00033;EC000299;EC00059;EC000558;EC000559;EC000967;EC000921;EC000922;EC000112;EC000113;EC000114;EC000197;EC000601;EC000602;EC000603;EC000604;EC0001720;EC0001721;EC0001722;EC000133;EC000134;EC000135;EC000136;EC000137;EC000429;EC000430;EC000431;EC000159;EC000963;EC000964;EC000427;EC000428;EC0001287;EC000682;EC000683;EC000680;EC000681;EC000394;EC000395;EC000396;EC000138;EC000722;EC00046;EC00047;EC000242;EC000851;EC000852;EC000693;EC000694;EC00050;EC000131;EC000146;EC0001184;EC0001185;EC000727;EC000728;EC000975;EC000449;EC000943;EC000944;EC000208;EC000128;EC000129;EC00093;EC00094;EC000223;EC000224;EC000225;EC000226;EC000490;EC00074;EC00075;EC00076;EC00077;EC00078;EC00079;EC00080;EC00081;EC000307;EC000308;EC000309;EC000310;EC000311;EC00055
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC00035;EC00036;EC00037;EC00038;EC00039;EC00032;EC00033;EC00063;EC00064;EC00065;EC00066;EC00067;EC00068;EC000138;EC000557;EC00074;EC00075;EC00076;EC00077;EC00078;EC00079;EC00080;EC00081;EC000605;EC000606;EC000607;EC00048;EC000867;EC000868;EC00045;EC00046;EC00047;EC00043;EC00044;EC000166;EC000260;EC000261;EC000262;EC000263;EC00055
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC000733;EC000734;EC000735;EC00035;EC00036;EC00037;EC00038;EC00039;EC000685;EC000901;EC00048;EC0001406;EC0001407;EC00056;EC00057;EC000484;EC000485;EC000486;EC00046;EC00047
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC000142;EC00060;EC00061;EC00027;EC00059;EC00058
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC000138;EC000164;EC000165;EC000112;EC000113;EC000114;EC0001013;EC000634;EC000321;EC000322;EC000318;EC000319;EC000433;EC000434;EC000107;EC00045;EC00043;EC00044;EC00093;EC00094;EC000211;EC000212;EC000213;EC000214;EC00049;EC000331;EC000332;EC00050
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC0001213
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC00035;EC00036;EC00037;EC00038;EC00039;EC0001;EC00032;EC00033;EC0001315;EC000574;EC000339;EC000340;EC000341;EC000477;EC000976;EC000174;EC0001532;EC0001533;EC0001527;EC0001761;EC0001530;EC0001531;EC0001590;EC0001591;EC00023;EC0001198;EC0001502;EC0001589;EC0001760;EC000549;EC000550;EC0001508;EC00056;EC00057;EC000201;EC00046;EC00047
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC000801;EC000424;EC000425
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC00027;EC000142;EC00060;EC00061
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC000437;EC000438;EC000439;EC000440;EC000441;EC000442;EC00041;EC00040;EC000142;EC000215;EC000216;EC000255;EC000256;EC0001172;EC0001173;EC000619;EC000231;EC000232;EC000801;EC00059;EC00060;EC00061;EC0001170;EC0001171;EC000424;EC000425;EC00027;EC00082;EC00083;EC00058;EC000169;EC0001290;EC0001291;EC000152;EC000529;EC000530;EC0001292;EC0001293;EC0001294;EC000723;EC000724
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC0001445;EC000405;EC000406;EC000575;EC000576;EC0001774;EC000793;EC000794
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC00035;EC00036;EC00037;EC00038;EC00039;EC000160;EC000161;EC000162;EC000163;EC00063;EC00064;EC00065;EC00066;EC00067;EC00068;EC000260;EC000261;EC000262;EC000263;EC000879;EC000880;EC000881;EC00045;EC000832;EC000833;EC000834;EC000835;EC000836;EC000837;EC0001149;EC0001150;EC000177;EC000928;EC000929;EC00084;EC00085;EC000426;EC000179;EC000867;EC000868;EC000138;EC00029;EC00030;EC00031;EC000159;EC00062;EC000733;EC000734;EC000735;EC000344;EC000345;EC000346;EC000808;EC000809;EC000810;EC000811;EC00049;EC00074;EC00075;EC00076;EC00077;EC00078;EC00079;EC00080;EC00081;EC00055;EC0001147;EC0001148;EC000323;EC000324;EC000325;EC000326
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC00043;EC00044;EC00059;EC00058;EC00027
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC000709
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC00034;EC000934;EC000935;EC0001016;EC000647;EC000648;EC000649;EC000640;EC000641;EC000642;EC0001170;EC00029;EC00030;EC00031;EC000174;EC000977;EC000650;EC000651;EC000337;EC000338;EC0001111;EC000976;EC000960;EC000961;EC000962;EC000941;EC000729;EC000619;EC000255;EC000256;EC000108;EC000109;EC000820;EC000821;EC0001198;EC0001118;EC000487;EC000488;EC000437;EC000438;EC000439;EC000440;EC000441;EC000442;EC00069;EC00070;EC00071;EC00072;EC00073;EC00082;EC00083;EC00041;EC00040;EC000652;EC000653;EC0001201;EC000126;EC000127;EC000122;EC000123;EC000286;EC000501;EC00099;EC000100;EC000101;EC000102;EC000103;EC000529;EC000530;EC000187;EC000700;EC000701;EC000401;EC00060;EC00061;EC0001350;EC0001351;EC0001352;EC000201;EC00043;EC00044;EC000330;EC000644
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC00035;EC00036;EC00037;EC00038;EC00039;EC00048;EC000275;EC000276;EC000277;EC00074;EC00075;EC00076;EC00077;EC00078;EC00079;EC00080;EC00081;EC00049;EC000879;EC000880;EC000881;EC00056;EC00057;EC000484;EC000485;EC000486
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC000607;EC000605;EC000857;EC000858;EC000344;EC000345;EC000346;EC0001124;EC000107;EC000192;EC00046;EC00047;EC00042;EC00027;EC0001125;EC000553;EC000554;EC000555;EC000556;EC000768;EC000397;EC000398;EC000331;EC000332;EC000384;EC000385
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC00041;EC00040;EC00043;EC00044;EC000677;EC000958;EC00027;EC000647;EC000648;EC000649;EC000937;EC000938;EC000939;EC000675;EC000676;EC000330;EC00060;EC00061;EC000656;EC00099;EC000100;EC000101;EC000102;EC000103;EC000192;EC000645;EC000169;EC000215;EC000216;EC0001353;EC0001354;EC000644;EC0001767
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC000157;EC000158;EC000816;EC000817;EC000818;EC000819
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC0001648;EC000331;EC000332;EC0001649;EC0001650;EC0001;EC0001651;EC0001459;EC0001460;EC0001591;EC000339;EC000340;EC000341;EC0001152;EC000574;EC0001468;EC0001469;EC0001305;EC0001455;EC0001456;EC0001457;EC0001587;EC0001530;EC0001531;EC0001154;EC000477;EC0001589;EC000601;EC000602;EC000603;EC000604;EC0001579;EC00056;EC00057;EC000201;EC00032;EC00033;EC0001153;EC0001280;EC0001281;EC0001282;EC0001276;EC0001277;EC0001590;EC0001629;EC0001527;EC0001563;EC0001655;EC0001656;EC0001568
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC000217;EC000218;EC00028;EC000411;EC000412;EC000413;EC000250;EC000251;EC000252;EC000461;EC000462;EC000463;EC000464;EC000531;EC000532;EC000533
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC000115;EC000116;EC00027;EC000133;EC000134;EC000135;EC000136;EC000137;EC000192;EC000128;EC000129;EC000222;EC0001014;EC000646
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC00040;EC00041;EC000451;EC000152;EC000231;EC000232;EC000587;EC000588
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC00032;EC00033;EC0001709;EC0001589;EC0001588;EC0001468;EC0001469;EC000574;EC0001503;EC0001504;EC0001502;EC0001530;EC0001531;EC0001527;EC0001626;EC0001625;EC0001705;EC0001704;EC000201;EC00035;EC00038;EC00039;EC0001604;EC000339;EC000340;EC000341;EC0001455;EC0001456;EC0001457;EC0001701;EC0001702;EC0001600;EC0001601;EC0001602;EC0001603;EC0001508;EC000549;EC000550;EC000749;EC0001627;EC0001151;EC0001629;EC0001715;EC0001716;EC0001714;EC00056;EC00057;EC00046;EC00047;EC0001719;EC0001713;EC0001718;EC0001590;EC0001591;EC0001711;EC0001712
"Glycosphingolipid biosynthesis - lactoseries",4,4,0.8399,0.9513,0.7009,EC00034;EC00029;EC00030;EC00031;EC000193
"Blood Group Biosynthesis",4,4,0.8399,0.9513,0.7009,EC0001577;EC000845;EC00032;EC00033;EC000707;EC00023;EC0001770;EC0001743;EC0001744;EC0001005;EC00024;EC0001762;EC000496;EC0001361;EC0001529;EC000169;EC0001360;EC0001781;EC0001443;EC0001764;EC0001454;EC00016;EC0001198;EC0001196;EC0001197;EC0001193;EC0001194;EC0001195;EC000215;EC000216;EC000700;EC000701;EC000692;EC000856;EC0001775
"Glycosphingolipid biosynthesis - neolactoseries",4,4,0.8399,0.9513,0.7009,EC00045;EC00099;EC000100;EC000101;EC000102;EC000103;EC000122;EC000123;EC000234;EC000235;EC000236;EC000237;EC000128;EC000129;EC00055
"O-Glycan biosynthesis",4,4,0.8399,0.9513,0.7009,EC00099;EC000100;EC000101;EC000102;EC000103
"Hyaluronan Metabolism",4,4,0.8565,0.9603,-0.6783,EC000321;EC000322;EC00034;EC00032;EC00033;EC000635;EC000636;EC000637;EC00029;EC00030;EC00031;EC000172;EC000173;EC0001011;EC000175;EC000176
"Hyaluronan Metabolism",4,4,0.8565,0.9603,-0.6783,EC0001309;EC0001310;EC000830
"Hyaluronan Metabolism",4,4,0.8565,0.9603,-0.6783,EC000117;EC000729;EC000156;EC00069;EC00070;EC00071;EC00072;EC00073;EC000300;EC000301;EC00074;EC00075;EC00076;EC00077;EC00078;EC00079;EC00080;EC00081;EC000112;EC000113;EC000114;EC00032;EC00033;EC000321;EC000322;EC00035;EC00036;EC00037;EC00038;EC00039;EC00060;EC00061;EC000542;EC000543;EC000544;EC000545;EC000546;EC000547;EC000548;EC000328;EC000329;EC000352;EC000353;EC000354;EC000355;EC00059;EC000275;EC000276;EC000277;EC00048;EC000371;EC000372;EC000494;EC000495;EC000115;EC000116;EC000198;EC000199;EC000200;EC000538;EC000539;EC000540;EC000541;EC000243;EC000244;EC000245;EC00027;EC000124;EC000125;EC000131;EC000278;EC000279;EC000280;EC000281;EC000282;EC000283;EC000246;EC000378;EC000379;EC000380;EC000381;EC000128;EC000129;EC00093;EC00094;EC000342;EC000343;EC000408;EC000409;EC000410;EC000490;EC00099;EC000100;EC000101;EC000102;EC000103;EC00050;EC000166;EC00055;EC000373;EC000374
